,class,question,sub_class
503,HUM,Who was the first host of Person to Person ?,ind
504,HUM,Name the Ranger who was always after Yogi Bear .,ind
505,ENTY,"What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?",other
506,ENTY,What does the Statue of Liberty wear on her feet ?,other
507,HUM,Who is the superstar in rent-a-cars ?,ind
508,LOC,McCarren Airport is located in what city ?,city
509,ENTY,"What household facility contains a float ball , ballcock , and overflow tube ?",other
510,ENTY,What was the name of Betty Boop 's dog ?,animal
511,NUM,What fraction of a beaver 's life is spent swimming ?,perc
512,ENTY,What was the Bridge of San Luis Rey made of ?,substance
513,DESC,What do economists do ?,desc
514,LOC,What country has the largest sheep population ?,country
515,DESC,"What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?",desc
516,LOC,What country is the world 's largest importer of cognac ?,country
517,NUM,How many years is Johnnie Walker Black Label aged ?,count
518,ABBR,What does SIDS stand for ?,exp
519,ENTY,What is Grenada 's main commodity export ?,other
520,NUM,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?",money
521,DESC,What makes a clitoris sensitive ?,reason
522,LOC,"What country has the most time zones , with 11 ?",country
523,ENTY,What `` magic '' does Mandrake employ ?,other
524,HUM,Who is the president of Stanford University ?,ind
525,HUM,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,ind
526,ENTY,"What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?",other
527,LOC,What city is Logan Airport in ?,city
528,DESC,What is a nanometer ?,def
529,NUM,How many innings are there in a regulation softball game ?,count
530,NUM,When did CNN go on the air ?,date
531,LOC,What is the largest city on the Great Lakes ?,city
532,NUM,What is the telephone number for the University of Kentucky ?,code
533,HUM,Who invented baseball ?,ind
534,NUM,How many wives did Brigham Young have ?,count
535,ENTY,What product on the market is good for hiding facial scars ?,product
536,NUM,How long is the Coney Island boardwalk ?,dist
537,LOC,What city gained renown for its pea-soup fogs ?,city
538,DESC,What does `` Janelle '' mean ?,def
539,DESC,How do I get another city 's newspaper ?,manner
540,ENTY,Name a movie about the Sioux Indians starring Kevin Costner .,cremat
541,HUM,"Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?",ind
542,DESC,What are the distinct physical characterstics of the Arabian horse ?,desc
543,ENTY,What is a fear of thunder ?,dismed
544,ENTY,What animal has killed the most people ?,animal
545,NUM,How many colleges are in Wyoming ?,count
546,LOC,What Russian seaport has a name meaning `` Lord of the East '' ?,city
547,LOC,Where can stocks be traded on-line ?,other
548,NUM,When was the Battle of Hastings ?,date
549,ENTY,What kind of file has the extension .dbf ?,other
550,NUM,When did Muhammad live ?,date
551,ENTY,"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?",termeq
552,DESC,What is a wop ?,def
553,DESC,Where do rocks come from ?,desc
554,DESC,How do I stop background noise in a car stereo ?,manner
555,LOC,Where do people mountain climb in Nepal ?,mount
556,HUM,What is the best college in the country ?,gr
557,DESC,What is viscosity ?,def
558,ENTY,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,cremat
559,LOC,What are the Nordic nations ?,country
560,LOC,Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,other
561,LOC,What U.S. state borders Illinois to the north ?,state
562,ENTY,Name a film in which Jude Law acted .,cremat
563,NUM,What is the temperature for baking Peachy Oat Muffins ?,temp
564,ENTY,What is a fear of bees ?,dismed
565,ENTY,What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?,cremat
566,DESC,What is a green bog ?,def
567,LOC,Where did the myth of Santa Claus originate ?,other
568,ENTY,What does a chairbound basophobic fear ?,other
569,LOC,What city is served by Logan International Airport ?,city
570,HUM,What wrestling star became `` The Incredible Hulk '' ?,ind
571,LOC,What attracts tourists to Reims ?,other
572,ENTY,What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?,sport
573,ENTY,What fastener did Whitcomb Judson patent in 1893 ?,other
574,DESC,What 's an auberge in France ?,def
575,HUM,Who was the star of the 1965 Broadway hit Golden Boy ?,ind
576,LOC,Where is Procter & Gamble based in the U.S. ?,other
577,HUM,What army was founded by William Booth and his wife Catherine ?,gr
578,ENTY,What does ribavirin consist of ?,substance
579,ENTY,Name the soft drink that is `` number one in the sun . '',food
580,LOC,What is the web address of the list of e-mail addresses of members of the House of Representatives ?,other
581,HUM,What was her real name ?,ind
582,DESC,Why are the ears your center of balance ?,reason
583,HUM,Who invented the toothbrush ?,ind
584,ENTY,What was the name of that popular song the Creeps sang ?,cremat
585,LOC,Where is the Abominable Snowman said to wander ?,other
586,ENTY,What is a fear of being alone ?,dismed
587,NUM,How many dots make up the symbol for `` because '' ?,count
588,ENTY,What do you get by adding Lactobacillus bulgaricus to milk ?,food
589,ABBR,"When reading classified ads , what does EENTY : other stand for ?",exp
590,NUM,How many hearts does an octopus have ?,count
591,ENTY,What plant has the largest seed ?,plant
592,LOC,What was the only country you were allowed to drive into Israel from in 1979 ?,country
593,ENTY,What 's approaching when a cyclist shouts : `` Oil '' ?,other
594,HUM,"What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?",ind
595,ENTY,What kind of sport is often associated with hooligans ?,sport
596,HUM,What video game hero do some of his fans call Chomper ?,ind
597,NUM,How many holes are there in a tenpin bowling ball ?,count
598,ENTY,What is the longest word in the English language ?,word
599,LOC,In What city or state do the most gay men live in ?,other
600,HUM,"What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?",ind
601,ENTY,What is `` the bear of beers '' ?,animal
602,ENTY,Name the operating system that runs on IBM-compatible machines .,other
603,DESC,What does the name `` Justin '' mean ?,def
604,NUM,What percentage of the body is muscle ?,perc
605,ENTY,What color of dry wine should be served with veal roasts and chops ?,color
606,ENTY,What is a golf ball made of ?,substance
607,DESC,What is the Amish religion ?,def
608,NUM,What does an average daycare provider get paid in New England ?,money
609,HUM,What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,gr
610,HUM,Who played the Ringo Kid in the 1939 film Stagecoach ?,ind
611,HUM,Who died 1 feet from where John F. Kennedy did ?,ind
612,DESC,What is the `` coppertop '' battery ?,def
613,ENTY,What sign is The Water Carrier the zodiacal symbol for ?,symbol
614,ENTY,What animals do you find in the stock market ?,animal
615,DESC,What is color ?,def
616,NUM,When is the site www.questions.com going to open ?,date
617,ENTY,What did Shostakovich write for Rostropovich ?,cremat
618,HUM,What first name was Nipsy Russell given at birth ?,ind
619,DESC,How can I get some free technical information on Electric Vehicle ?,manner
620,HUM,Who is the youngest of the Beatles ?,ind
621,DESC,How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,manner
622,DESC,What is a Jellicle Cat ?,def
623,LOC,Where can I find the best free evidence for debate about Russia ?,other
624,LOC,What is Bill Gates of Microsoft E-mail address ?,other
625,ENTY,What is the second hardest substance ?,substance
626,DESC,Why did several San Diego schools stop serving apples to students ?,reason
627,LOC,What Russian city boasts the Hermitage Museum ?,city
628,NUM,When is Bastille Day ?,date
629,DESC,What makes a tornado turn ?,reason
630,NUM,How many shots can a stock M16 hold ?,count
631,ENTY,What two colors are you blind to if you suffer from protanopia ?,color
632,DESC,Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,reason
633,HUM,Who is Coronado ?,desc
634,ENTY,What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,cremat
635,DESC,What is artificial intelligence ?,def
636,ENTY,What do flatfish eat ?,food
637,HUM,Who was the first Holy Roman Emperor ?,ind
638,ENTY,What can I use to remove the stubborn gummed labels from some diskettes ?,other
639,NUM,What day of the week sees the most fatal car accidents ?,date
640,DESC,"What is the origin of the word , magic ?",desc
641,ENTY,What sport do you shag flies in ?,sport
642,DESC,What is white chocolate ?,def
643,LOC,Where is Trinidad ?,other
644,HUM,Name the organization that is presided by a Security Council .,gr
645,HUM,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",ind
646,ENTY,What kind of wine is Spumante ?,food
647,HUM,Who portrayed portly criminologist Carl Hyatt on Checkmate ?,ind
648,ENTY,How do you say I love you in Spanish ?,termeq
649,DESC,What does the name Gina mean ?,def
650,ENTY,What is the most advanced handheld calculator in the world ?,product
651,NUM,How fast is light ?,speed
652,ENTY,What is the belt of low pressure around the equator called ?,termeq
653,DESC,What are shooting stars ?,def
654,HUM,Whom did the Chicago Bulls beat in the 1993 championship ?,gr
655,NUM,When was the first American encyclopedia published ?,date
656,LOC,What 's the tallest building in New York City ?,other
657,DESC,How is Easter Sunday 's date determined ?,manner
658,DESC,What is the Motto for the State of Maryland ?,desc
659,HUM,Who is Desmond Tutu ?,desc
660,LOC,Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,other
661,ENTY,Name a tiger that is extinct .,animal
662,NUM,How many quarters equal a pound ?,count
663,ENTY,What kind of books does Fodor 's publish ?,cremat
664,HUM,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",ind
665,NUM,What chapter of the Bible has the most verses ?,ord
666,HUM,Who is the worst US President ever ?,ind
667,HUM,What Asian leader was known as The Little Brown Saint ?,ind
668,ABBR,What is the abbreviated expression for the National Bureau of Investigation ?,abb
669,NUM,How fast does the fastest car go ?,speed
670,LOC,What is the highest mountain in the world ?,mount
671,LOC,What arch can you see from the Place de la Concorde ?,other
672,HUM,Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,ind
673,NUM,How long should a person wash their hands before they are clean ?,period
674,LOC,Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,other
675,LOC,Which is the wealthiest country in the world ?,country
676,DESC,How can I find a phone number of someone if I only know their email address ?,manner
677,DESC,How can you contact play producers and promoters on-line ?,manner
678,HUM,Who is the monarch of the United Kingdom ?,ind
679,ENTY,What is a fear of passing high objects ?,dismed
680,DESC,What do players try to do when the music stops in a game of musical chairs ?,desc
681,HUM,What are the top ten most common girl names in the US ?,ind
682,DESC,Why is black the color of mourning in the West ?,reason
683,ENTY,What is the rarest coin ?,other
684,ENTY,What Judith Rossner novel was made into a film starring Diane Keaton ?,cremat
685,LOC,Which country is Australia 's largest export market ?,country
686,LOC,Where is the Kentucky Horse Park located ?,other
687,ENTY,What is a fear of parasites ?,dismed
688,ENTY,In what Olympic Games did Nadia Comaneci become popular ?,sport
689,HUM,Who does data collection in tourism ?,ind
690,HUM,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,ind
691,LOC,What is the leading pecan and peanut growing state ?,state
692,DESC,What does a nihilist believe in ?,desc
693,DESC,What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,desc
